driver_name,trip_id,pickup_zone,amount
Ivan,T01568,Manhattan,50.91
Bob,T01569,Bronx,71.09
Diana,T01570,Queens,14.87
Julia,T01571,Manhattan,41.56
Ivan,T01572,Brooklyn,71.32
Bob,T01573,Bronx,33.13
Hana,T01574,Queens,24.91
Carlos,T01575,Bronx,11.44
Diana,T01576,Staten Island,26.82
Fatima,T01577,Manhattan,27.62
Fatima,T01578,Bronx,50.5
Carlos,T01579,Brooklyn,24.53
Hana,T01580,Queens,68.88
George,T01581,Manhattan,16.67
Hana,T01582,Staten Island,48.85
George,T01583,Staten Island,71.83
Alice,T01584,Bronx,42.91
Ethan,T01585,Brooklyn,24.12
Bob,T01586,Manhattan,45.12
Julia,T01587,Brooklyn,41.52
Ethan,T01588,Manhattan,62.54
Ethan,T01589,Manhattan,36.4
Ethan,T01590,Staten Island,55.93
Julia,T01591,Manhattan,9.38
Diana,T01592,Brooklyn,69.31
Julia,T01593,Brooklyn,19.28
Fatima,T01594,Bronx,69.39
Diana,T01595,Staten Island,48.81
Bob,T01596,Bronx,73.6
Hana,T01597,Queens,50.5
Ivan,T01598,Bronx,39.12
Julia,T01599,Manhattan,36.24
Hana,T01600,Manhattan,23.45
Fatima,T01601,Queens,65.2
George,T01602,Bronx,35.95
Alice,T01603,Manhattan,29.35
Fatima,T01604,Manhattan,54.6
Hana,T01605,Staten Island,51.28
Fatima,T01606,Bronx,39.32
Carlos,T01607,Bronx,54.4
Diana,T01608,Manhattan,70.83
Bob,T01609,Bronx,17.66
George,T01610,Staten Island,53.06
Bob,T01611,Staten Island,47.57
Carlos,T01612,Queens,13.2
Fatima,T01613,Manhattan,38.41
Alice,T01614,Queens,9.33
Fatima,T01615,Bronx,31.37
Ethan,T01616,Staten Island,34.46
Alice,T01617,Manhattan,22.02
Ivan,T01618,Staten Island,17.96
Hana,T01619,Bronx,23.99
Ivan,T01620,Staten Island,11.25
Fatima,T01621,Manhattan,23.05
Carlos,T01622,Manhattan,49.78
George,T01623,Staten Island,52.62
Ivan,T01624,Bronx,72.07
George,T01625,Brooklyn,53.91
George,T01626,Manhattan,43.13
Fatima,T01627,Bronx,57.48
Julia,T01628,Staten Island,58.74
Ivan,T01629,Brooklyn,32.5
Ethan,T01630,Brooklyn,37.28
Fatima,T01631,Manhattan,61.27
George,T01632,Staten Island,26.81
Alice,T01633,Manhattan,48.49
Ethan,T01634,Bronx,43.53
Carlos,T01635,Staten Island,16.66
Alice,T01636,Manhattan,51.23
Carlos,T01637,Manhattan,11.8
Diana,T01638,Bronx,68.06
Fatima,T01639,Queens,73.34
Julia,T01640,Bronx,27.18
Hana,T01641,Manhattan,15.03
Carlos,T01642,Bronx,23.66
Ivan,T01643,Queens,67.73
Julia,T01644,Bronx,73.44
Hana,T01645,Staten Island,33.83
Alice,T01646,Brooklyn,51.21
Alice,T01647,Manhattan,20.04
Alice,T01648,Staten Island,51.55
Ivan,T01649,Brooklyn,13.39
Fatima,T01650,Brooklyn,67.06
Ivan,T01651,Manhattan,26.29
Ethan,T01652,Brooklyn,65.33
Hana,T01653,Brooklyn,56.09
Julia,T01654,Manhattan,40.78
Hana,T01655,Queens,27.41
Fatima,T01656,Staten Island,51.36
Fatima,T01657,Queens,23.04
Alice,T01658,Staten Island,22.55
Ethan,T01659,Staten Island,56.94
George,T01660,Staten Island,32.92
Diana,T01661,Queens,38.55
Ethan,T01662,Manhattan,40.54
Bob,T01663,Queens,18.67
Fatima,T01664,Queens,10.16
Alice,T01665,Manhattan,41.78
Alice,T01666,Brooklyn,16.01
Fatima,T01667,Staten Island,38.23
Julia,T01668,Bronx,9.46
Julia,T01669,Staten Island,69.17
Julia,T01670,Queens,65.03
Ivan,T01671,Staten Island,32.59
Ivan,T01672,Bronx,33.4
Ethan,T01673,Brooklyn,33.66
Ethan,T01674,Manhattan,56.6
Julia,T01675,Staten Island,71.68
Carlos,T01676,Manhattan,25.24
Carlos,T01677,Staten Island,17.74
George,T01678,Bronx,48.11
Diana,T01679,Queens,19.38
Diana,T01680,Queens,71.4
Alice,T01681,Bronx,17.77
Ivan,T01682,Brooklyn,17.86
Julia,T01683,Manhattan,20.89
Hana,T01684,Queens,48.52
Bob,T01685,Queens,66.35
Ivan,T01686,Staten Island,66.69
Hana,T01687,Staten Island,19.04
Diana,T01688,Staten Island,42.52
Ethan,T01689,Bronx,29.54
Fatima,T01690,Bronx,14.08
Diana,T01691,Manhattan,46.13
Ethan,T01692,Staten Island,17.23
Fatima,T01693,Staten Island,23.24
Alice,T01694,Bronx,18.63
Bob,T01695,Queens,32.13
Diana,T01696,Bronx,52.86
Hana,T01697,Staten Island,50.93
Ethan,T01698,Queens,69.47
Diana,T01699,Staten Island,11.79
Ethan,T01700,Staten Island,15.39
Diana,T01701,Brooklyn,9.74
Fatima,T01702,Staten Island,34.2
Carlos,T01703,Brooklyn,33.7
George,T01704,Manhattan,38.73
Bob,T01705,Staten Island,60.17
Julia,T01706,Bronx,37.36
Bob,T01707,Manhattan,33.14
Alice,T01708,Staten Island,26.59
Hana,T01709,Staten Island,23.27
Alice,T01710,Manhattan,74.64
George,T01711,Manhattan,25.96
George,T01712,Bronx,57.11
Julia,T01713,Staten Island,70.69
Hana,T01714,Queens,57.36
Fatima,T01715,Queens,39.28
George,T01716,Bronx,13.87
Carlos,T01717,Queens,22.56
Julia,T01718,Staten Island,62.31
Carlos,T01719,Queens,71.06
Julia,T01720,Queens,31.75
Alice,T01721,Bronx,63.07
Hana,T01722,Manhattan,53.8
Diana,T01723,Staten Island,60.88
Julia,T01724,Brooklyn,45.7
Fatima,T01725,Manhattan,61.95
Bob,T01726,Bronx,45.64
Carlos,T01727,Queens,57.06
Ethan,T01728,Queens,36.04
Hana,T01729,Manhattan,42.05
Alice,T01730,Manhattan,64.22
Carlos,T01731,Staten Island,56.5
Diana,T01732,Queens,26.62
Julia,T01733,Staten Island,22.47
Ethan,T01734,Manhattan,33.79
Carlos,T01735,Bronx,35.08
Alice,T01736,Manhattan,27.32
Carlos,T01737,Manhattan,17.61
Carlos,T01738,Queens,74.11
Ethan,T01739,Brooklyn,69.35
George,T01740,Manhattan,12.89
Fatima,T01741,Bronx,55.1
Ethan,T01742,Bronx,33.28
Ethan,T01743,Bronx,61.62
George,T01744,Manhattan,33.97
Ethan,T01745,Queens,60.44
Ethan,T01746,Manhattan,48.44
Fatima,T01747,Manhattan,39.13
Diana,T01748,Bronx,12.11
Julia,T01749,Bronx,25.32
Alice,T01750,Bronx,59.56
Carlos,T01751,Staten Island,68.03
Fatima,T01752,Brooklyn,19.1
Alice,T01753,Queens,47.82
Bob,T01754,Brooklyn,40.59
Ethan,T01755,Manhattan,28.06
Ethan,T01756,Queens,12.81
Ivan,T01757,Manhattan,44.22
George,T01758,Bronx,47.35
Hana,T01759,Queens,74.76
Carlos,T01760,Brooklyn,36.04
Ivan,T01761,Staten Island,16.45
Diana,T01762,Staten Island,65.26
Carlos,T01763,Brooklyn,55.11
Ethan,T01764,Brooklyn,23.74
Bob,T01765,Bronx,52.66
Ivan,T01766,Queens,9.75
Diana,T01767,Brooklyn,29.56
Ethan,T01768,Manhattan,49.22
Hana,T01769,Staten Island,24.76
Alice,T01770,Queens,38.41
Hana,T01771,Queens,51.73
Julia,T01772,Brooklyn,66.23
Diana,T01773,Manhattan,42.26
Alice,T01774,Queens,23.77
Alice,T01775,Manhattan,44.6
Carlos,T01776,Manhattan,38.05
Hana,T01777,Brooklyn,22.7
Bob,T01778,Manhattan,54.31
Alice,T01779,Queens,50.81
Julia,T01780,Manhattan,15.71
Ethan,T01781,Bronx,17.81
Ivan,T01782,Staten Island,45.05
Julia,T01783,Staten Island,56.36
Ivan,T01784,Brooklyn,41.07
Julia,T01785,Brooklyn,61.94
Bob,T01786,Manhattan,22.41
Bob,T01787,Brooklyn,32.78
Bob,T01788,Queens,47.17
Alice,T01789,Bronx,33.15
Fatima,T01790,Bronx,34.1
George,T01791,Queens,51.22
Ivan,T01792,Staten Island,35.09
Carlos,T01793,Staten Island,17.85
Julia,T01794,Brooklyn,74.66
Julia,T01795,Queens,22.37
Bob,T01796,Manhattan,61.22
Ivan,T01797,Staten Island,27.03
Hana,T01798,Queens,12.15
Ethan,T01799,Queens,28.64
Alice,T01800,Brooklyn,20.25
Ethan,T01801,Queens,62.39
Julia,T01802,Manhattan,40.03
Alice,T01803,Queens,47.24
Diana,T01804,Queens,58.02
Fatima,T01805,Brooklyn,56.04
Bob,T01806,Manhattan,37.42
Julia,T01807,Manhattan,38.47
Julia,T01808,Brooklyn,41.28
Carlos,T01809,Staten Island,58.83
Hana,T01810,Brooklyn,49.89
Fatima,T01811,Brooklyn,66.5
Carlos,T01812,Queens,46.28
Bob,T01813,Bronx,28.5
Ethan,T01814,Queens,9.91
George,T01815,Manhattan,33.75
Bob,T01816,Staten Island,40.1
Alice,T01817,Staten Island,68.63
Ethan,T01818,Brooklyn,50.18
Carlos,T01819,Bronx,74.89
Julia,T01820,Brooklyn,49.26
Alice,T01821,Staten Island,65.7
Carlos,T01822,Bronx,43.42
Hana,T01823,Brooklyn,13.8
Diana,T01824,Brooklyn,73.85
Alice,T01825,Manhattan,58.4
Ivan,T01826,Staten Island,39.62
Julia,T01827,Bronx,62.19
Bob,T01828,Queens,42.34
Ivan,T01829,Staten Island,28.17
Julia,T01830,Brooklyn,57.45
Fatima,T01831,Brooklyn,42.99
George,T01832,Queens,31.65
Julia,T01833,Manhattan,15.14
Julia,T01834,Queens,35.71
Bob,T01835,Staten Island,19.31
Ivan,T01836,Staten Island,18.08
Bob,T01837,Queens,69.3
Fatima,T01838,Brooklyn,41.95
Ethan,T01839,Bronx,73.68
Fatima,T01840,Queens,54.27
Ethan,T01841,Staten Island,10.01
Ivan,T01842,Brooklyn,23.7
Bob,T01843,Queens,15.54
Diana,T01844,Bronx,55.95
Hana,T01845,Manhattan,62.86
Bob,T01846,Brooklyn,24.98
Fatima,T01847,Queens,22.22
Ethan,T01848,Queens,55.68
Bob,T01849,Bronx,30.05
Ethan,T01850,Bronx,41.04
Ethan,T01851,Queens,70.58
Ivan,T01852,Bronx,67.28
Ethan,T01853,Brooklyn,32.49
Alice,T01854,Staten Island,47.18
Bob,T01855,Brooklyn,64.54
Ethan,T01856,Manhattan,26.91
Carlos,T01857,Manhattan,49.16
Ethan,T01858,Manhattan,35.7
Fatima,T01859,Queens,51.87
Bob,T01860,Staten Island,18.29
George,T01861,Brooklyn,56.63
Ivan,T01862,Queens,16.87
Diana,T01863,Manhattan,71.52
Bob,T01864,Staten Island,20.13
Ivan,T01865,Manhattan,35.03
Alice,T01866,Staten Island,65.92
Fatima,T01867,Manhattan,51.88
Carlos,T01868,Queens,44.48
Bob,T01869,Staten Island,44.54
Bob,T01870,Staten Island,21.28
George,T01871,Brooklyn,22.04
Bob,T01872,Manhattan,9.88
Carlos,T01873,Brooklyn,43.89
Hana,T01874,Staten Island,18.95
Ivan,T01875,Bronx,32.41
Julia,T01876,Staten Island,53.0
Julia,T01877,Bronx,55.27
Ivan,T01878,Queens,57.24
Hana,T01879,Staten Island,58.28
Fatima,T01880,Bronx,72.4
Carlos,T01881,Brooklyn,68.2
Carlos,T01882,Queens,19.33
Ethan,T01883,Bronx,47.58
Carlos,T01884,Queens,28.2
Diana,T01885,Bronx,27.73
Ethan,T01886,Staten Island,26.61
Fatima,T01887,Manhattan,49.87
Bob,T01888,Manhattan,73.38
Ivan,T01889,Bronx,28.11
Ivan,T01890,Queens,16.76
Julia,T01891,Manhattan,58.0
Bob,T01892,Staten Island,66.47
George,T01893,Queens,31.58
Ethan,T01894,Staten Island,68.91
Carlos,T01895,Bronx,44.14
Alice,T01896,Brooklyn,64.05
Ethan,T01897,Manhattan,30.64
Ethan,T01898,Bronx,65.24
George,T01899,Queens,18.76
Bob,T01900,Staten Island,42.34
Fatima,T01901,Bronx,21.86
Julia,T01902,Brooklyn,65.88
Fatima,T01903,Brooklyn,63.8
Hana,T01904,Queens,52.59
Julia,T01905,Staten Island,11.9
Ethan,T01906,Staten Island,24.9
Alice,T01907,Queens,42.72
Ivan,T01908,Manhattan,46.57
Fatima,T01909,Staten Island,32.98
Ivan,T01910,Manhattan,9.96
George,T01911,Manhattan,27.3
Julia,T01912,Bronx,17.14
Fatima,T01913,Brooklyn,15.31
Ivan,T01914,Queens,35.53
Diana,T01915,Bronx,54.72
Diana,T01916,Queens,61.14
Diana,T01917,Bronx,67.89
Julia,T01918,Bronx,40.94
Hana,T01919,Manhattan,61.07
Hana,T01920,Bronx,65.95
Carlos,T01921,Brooklyn,50.98
Hana,T01922,Brooklyn,71.78
Fatima,T01923,Staten Island,53.77
Fatima,T01924,Manhattan,74.07
Bob,T01925,Staten Island,31.84
Ethan,T01926,Queens,39.81
George,T01927,Queens,53.18
Carlos,T01928,Brooklyn,40.05
Alice,T01929,Bronx,53.84
Julia,T01930,Brooklyn,69.14
George,T01931,Brooklyn,14.24
Ivan,T01932,Bronx,59.78
Hana,T01933,Manhattan,69.11
Ivan,T01934,Staten Island,73.25
Fatima,T01935,Brooklyn,36.54
Diana,T01936,Bronx,16.21
Julia,T01937,Queens,9.16
Carlos,T01938,Manhattan,49.27
Fatima,T01939,Queens,15.93
Ethan,T01940,Staten Island,11.09
Ivan,T01941,Brooklyn,67.48
Carlos,T01942,Staten Island,34.07
Diana,T01943,Bronx,46.37
Ethan,T01944,Manhattan,57.23
Carlos,T01945,Queens,18.04
Julia,T01946,Brooklyn,43.98
Ivan,T01947,Bronx,30.12
George,T01948,Queens,43.47
Alice,T01949,Manhattan,49.37
Ethan,T01950,Bronx,73.72
Julia,T01951,Brooklyn,22.5
George,T01952,Queens,34.65
Ivan,T01953,Staten Island,33.13
Julia,T01954,Queens,69.57
Carlos,T01955,Queens,8.32
George,T01956,Queens,12.62
Diana,T01957,Manhattan,53.83
Carlos,T01958,Bronx,30.13
Carlos,T01959,Bronx,8.23
Ethan,T01960,Bronx,27.77
George,T01961,Brooklyn,10.73
Diana,T01962,Staten Island,21.5
Hana,T01963,Queens,21.24
Diana,T01964,Bronx,53.51
Julia,T01965,Bronx,40.91
Hana,T01966,Brooklyn,51.13
Bob,T01967,Manhattan,30.12
Diana,T01968,Staten Island,21.81
George,T01969,Bronx,59.6
Bob,T01970,Staten Island,60.89
Diana,T01971,Manhattan,44.25
Bob,T01972,Queens,59.86
Alice,T01973,Manhattan,26.63
Julia,T01974,Brooklyn,69.4
Ivan,T01975,Bronx,32.12
Ivan,T01976,Queens,9.59
Ivan,T01977,Queens,10.26
Diana,T01978,Queens,72.39
Ethan,T01979,Queens,72.58
Diana,T01980,Manhattan,16.57
Ivan,T01981,Staten Island,58.65
Carlos,T01982,Brooklyn,66.87
Fatima,T01983,Staten Island,73.05
Julia,T01984,Queens,32.45
Julia,T01985,Queens,61.42
Fatima,T01986,Queens,10.57
Julia,T01987,Brooklyn,13.13
Fatima,T01988,Staten Island,70.49
Diana,T01989,Queens,16.58
George,T01990,Queens,40.88
George,T01991,Bronx,36.26
Julia,T01992,Bronx,69.31
Hana,T01993,Brooklyn,66.34
Fatima,T01994,Manhattan,33.49
Ethan,T01995,Manhattan,69.55
Carlos,T01996,Manhattan,16.16
George,T01997,Manhattan,20.9
Julia,T01998,Staten Island,60.9
Julia,T01999,Staten Island,52.86
Ethan,T02000,Queens,46.14
Hana,T02001,Brooklyn,69.84
Hana,T02002,Brooklyn,33.69
Fatima,T02003,Manhattan,48.71
Alice,T02004,Bronx,66.56
George,T02005,Brooklyn,54.92
George,T02006,Brooklyn,63.09
Hana,T02007,Staten Island,13.4
Bob,T02008,Staten Island,37.36
Diana,T02009,Manhattan,56.31
Carlos,T02010,Queens,42.33
Ethan,T02011,Manhattan,38.0
Julia,T02012,Queens,69.94
Alice,T02013,Staten Island,50.6
Hana,T02014,Queens,43.5
Carlos,T02015,Manhattan,54.58
Bob,T02016,Queens,27.76
Hana,T02017,Staten Island,15.23
Julia,T02018,Bronx,45.29
Julia,T02019,Manhattan,32.15
Ivan,T02020,Bronx,71.12
Alice,T02021,Bronx,28.3
Julia,T02022,Staten Island,41.23
Ethan,T02023,Manhattan,43.6
Bob,T02024,Queens,45.32
George,T02025,Brooklyn,39.18
Bob,T02026,Manhattan,18.49
Carlos,T02027,Bronx,34.9
Ethan,T02028,Staten Island,47.75
Alice,T02029,Staten Island,13.3
Ethan,T02030,Brooklyn,49.31
Bob,T02031,Brooklyn,10.53
Ethan,T02032,Bronx,64.0
Hana,T02033,Staten Island,50.78
Ivan,T02034,Brooklyn,22.64
Hana,T02035,Queens,59.74
Ethan,T02036,Manhattan,72.08
Ivan,T02037,Manhattan,35.56
Alice,T02038,Queens,69.47
Julia,T02039,Manhattan,10.74
Alice,T02040,Bronx,39.8
Fatima,T02041,Manhattan,27.36
Ivan,T02042,Bronx,12.0
Alice,T02043,Queens,70.12
Ivan,T02044,Bronx,14.82
Ivan,T02045,Brooklyn,12.2
Ethan,T02046,Bronx,20.97
Ethan,T02047,Staten Island,46.35
Diana,T02048,Brooklyn,24.82
Alice,T02049,Bronx,13.48
Bob,T02050,Manhattan,17.39
George,T02051,Queens,14.87
Julia,T02052,Staten Island,19.2
Ivan,T02053,Brooklyn,38.77
Fatima,T02054,Brooklyn,16.64
Carlos,T02055,Queens,50.99
Ivan,T02056,Queens,27.98
Hana,T02057,Brooklyn,64.64
Ivan,T02058,Manhattan,36.17
Hana,T02059,Queens,66.26
Hana,T02060,Staten Island,46.02
Hana,T02061,Brooklyn,54.64
Diana,T02062,Bronx,17.57
Fatima,T02063,Queens,46.03
Fatima,T02064,Manhattan,16.07
George,T02065,Staten Island,39.29
Hana,T02066,Queens,56.8
Ethan,T02067,Brooklyn,8.33
George,T02068,Bronx,61.14
Ivan,T02069,Brooklyn,62.37
Carlos,T02070,Staten Island,13.99
Diana,T02071,Queens,66.41
Hana,T02072,Bronx,65.89
Julia,T02073,Manhattan,32.45
Fatima,T02074,Queens,46.67
Ethan,T02075,Brooklyn,35.28
Bob,T02076,Queens,17.36
Ethan,T02077,Brooklyn,65.49
Alice,T02078,Brooklyn,49.82
Julia,T02079,Staten Island,53.72
Carlos,T02080,Manhattan,33.27
Fatima,T02081,Staten Island,51.95
Ivan,T02082,Bronx,8.09
Alice,T02083,Brooklyn,24.08
Fatima,T02084,Brooklyn,49.16
Julia,T02085,Brooklyn,53.79
Ethan,T02086,Bronx,16.17
Hana,T02087,Staten Island,36.83
Diana,T02088,Queens,29.44
Diana,T02089,Bronx,18.35
Ivan,T02090,Brooklyn,18.17
Bob,T02091,Queens,38.05
Ivan,T02092,Manhattan,27.78
Hana,T02093,Manhattan,29.44
Alice,T02094,Bronx,50.98
Ethan,T02095,Bronx,48.94
George,T02096,Brooklyn,66.74
Diana,T02097,Brooklyn,27.0
Bob,T02098,Staten Island,21.12
Bob,T02099,Staten Island,53.46
Ivan,T02100,Staten Island,60.32
Diana,T02101,Bronx,59.52
Ethan,T02102,Manhattan,10.11
Carlos,T02103,Staten Island,66.79
Julia,T02104,Brooklyn,23.12
Alice,T02105,Queens,43.28
George,T02106,Queens,59.4
Ethan,T02107,Staten Island,8.1
Bob,T02108,Bronx,31.24
Ethan,T02109,Staten Island,13.43
Hana,T02110,Queens,56.9
Ethan,T02111,Brooklyn,59.93
Diana,T02112,Brooklyn,59.07
Carlos,T02113,Bronx,28.7
Ethan,T02114,Brooklyn,58.01
Ethan,T02115,Bronx,43.43
Fatima,T02116,Staten Island,28.62
Fatima,T02117,Staten Island,57.36
Alice,T02118,Brooklyn,8.73
Ethan,T02119,Bronx,29.65
Bob,T02120,Manhattan,60.08
Fatima,T02121,Bronx,56.44
Ivan,T02122,Manhattan,51.82
Fatima,T02123,Bronx,71.64
Carlos,T02124,Queens,27.67
Julia,T02125,Queens,68.95
Ethan,T02126,Queens,13.57
Alice,T02127,Brooklyn,26.63
Fatima,T02128,Queens,48.14
Ethan,T02129,Queens,74.09
Fatima,T02130,Manhattan,37.85
Carlos,T02131,Brooklyn,21.58
Hana,T02132,Queens,53.96
Ethan,T02133,Manhattan,43.19
George,T02134,Staten Island,51.84
Fatima,T02135,Queens,9.9
Alice,T02136,Staten Island,40.13
Hana,T02137,Bronx,31.45
Hana,T02138,Brooklyn,16.77
Fatima,T02139,Bronx,18.06
Fatima,T02140,Bronx,44.43
Diana,T02141,Staten Island,47.3
Julia,T02142,Brooklyn,47.85
Hana,T02143,Staten Island,66.77
Alice,T02144,Staten Island,30.38
Diana,T02145,Staten Island,69.71
Hana,T02146,Queens,10.03
Bob,T02147,Brooklyn,57.13
Julia,T02148,Brooklyn,19.92
Ethan,T02149,Bronx,26.2
Ivan,T02150,Brooklyn,16.06
Fatima,T02151,Bronx,33.63
Julia,T02152,Bronx,26.6
Carlos,T02153,Manhattan,47.7
Hana,T02154,Bronx,55.32
Ethan,T02155,Staten Island,20.86
Julia,T02156,Queens,56.2
Carlos,T02157,Staten Island,61.68
Ivan,T02158,Bronx,47.31
Carlos,T02159,Queens,26.14
Carlos,T02160,Brooklyn,72.02
Ethan,T02161,Manhattan,41.77
Bob,T02162,Brooklyn,64.57
Fatima,T02163,Staten Island,31.67
Fatima,T02164,Bronx,72.96
Bob,T02165,Manhattan,69.7
George,T02166,Queens,15.42
Ethan,T02167,Staten Island,62.36
Ethan,T02168,Queens,8.76
Ivan,T02169,Bronx,73.09
Julia,T02170,Bronx,59.57
Ivan,T02171,Brooklyn,30.96
Ethan,T02172,Bronx,44.15
Ivan,T02173,Manhattan,67.92
Hana,T02174,Manhattan,26.16
Carlos,T02175,Staten Island,25.85
Fatima,T02176,Brooklyn,44.58
Fatima,T02177,Bronx,17.78
Diana,T02178,Bronx,37.71
Carlos,T02179,Bronx,40.14
Ethan,T02180,Staten Island,57.71
Diana,T02181,Manhattan,46.2
Carlos,T02182,Brooklyn,14.68
George,T02183,Manhattan,57.84
Bob,T02184,Queens,22.7
Julia,T02185,Brooklyn,8.19
Fatima,T02186,Staten Island,16.37
Carlos,T02187,Bronx,73.45
Fatima,T02188,Brooklyn,36.71
Diana,T02189,Manhattan,24.62
Alice,T02190,Staten Island,59.57
Bob,T02191,Brooklyn,68.7
Hana,T02192,Manhattan,60.66
Ivan,T02193,Brooklyn,32.65
Carlos,T02194,Staten Island,61.6
Diana,T02195,Brooklyn,64.14
Diana,T02196,Manhattan,71.58
Diana,T02197,Staten Island,23.45
Ivan,T02198,Bronx,17.85
Alice,T02199,Queens,50.93
George,T02200,Manhattan,33.24
Diana,T02201,Bronx,61.49
Hana,T02202,Staten Island,10.39
Ivan,T02203,Brooklyn,28.8
Fatima,T02204,Brooklyn,16.57
Bob,T02205,Staten Island,60.44
Julia,T02206,Brooklyn,31.8
Fatima,T02207,Manhattan,23.06
Bob,T02208,Brooklyn,44.49
Julia,T02209,Brooklyn,44.88
Hana,T02210,Bronx,48.05
Julia,T02211,Bronx,19.64
Diana,T02212,Manhattan,31.99
Ethan,T02213,Queens,67.04
Hana,T02214,Staten Island,25.81
Diana,T02215,Bronx,13.35
Ivan,T02216,Staten Island,72.14
Bob,T02217,Brooklyn,51.1
Julia,T02218,Bronx,20.2
Ethan,T02219,Brooklyn,44.5
Fatima,T02220,Manhattan,17.46
Diana,T02221,Bronx,15.1
Ethan,T02222,Manhattan,25.2
Hana,T02223,Queens,50.99
Julia,T02224,Staten Island,22.05
Bob,T02225,Brooklyn,56.02
Diana,T02226,Staten Island,59.24
Julia,T02227,Brooklyn,29.49
Fatima,T02228,Bronx,45.82
Julia,T02229,Staten Island,14.5
Bob,T02230,Bronx,69.95
Julia,T02231,Queens,39.93
Fatima,T02232,Brooklyn,37.08
Julia,T02233,Staten Island,46.14
Bob,T02234,Brooklyn,56.26
Alice,T02235,Staten Island,73.43
Ethan,T02236,Brooklyn,66.18
Carlos,T02237,Manhattan,29.16
Carlos,T02238,Queens,44.33
Carlos,T02239,Manhattan,18.41
Diana,T02240,Brooklyn,59.48
Alice,T02241,Manhattan,72.13
Diana,T02242,Bronx,28.27
George,T02243,Queens,51.27
Ethan,T02244,Staten Island,56.59
Alice,T02245,Manhattan,24.63
Ivan,T02246,Brooklyn,16.49
George,T02247,Bronx,9.2
Bob,T02248,Manhattan,31.79
Fatima,T02249,Queens,36.37
Ethan,T02250,Bronx,45.09
Fatima,T02251,Manhattan,14.45
Ethan,T02252,Staten Island,72.71
Ethan,T02253,Staten Island,25.42
Hana,T02254,Staten Island,32.42
Alice,T02255,Brooklyn,25.85
Julia,T02256,Queens,38.77
Ivan,T02257,Bronx,58.83
Bob,T02258,Queens,45.0
Carlos,T02259,Staten Island,45.04
Alice,T02260,Bronx,35.91
Diana,T02261,Manhattan,64.95
Julia,T02262,Queens,15.82
Ethan,T02263,Manhattan,12.84
Diana,T02264,Brooklyn,11.62
George,T02265,Staten Island,31.08
Alice,T02266,Brooklyn,12.82
Fatima,T02267,Staten Island,31.45
Fatima,T02268,Staten Island,68.08
Hana,T02269,Manhattan,44.97
Diana,T02270,Queens,24.45
Diana,T02271,Queens,64.24
Hana,T02272,Bronx,22.71
Ivan,T02273,Staten Island,51.93
Alice,T02274,Bronx,27.35
Ethan,T02275,Manhattan,55.5
Fatima,T02276,Queens,19.22
George,T02277,Staten Island,38.13
Carlos,T02278,Brooklyn,71.84
Bob,T02279,Bronx,73.52
Fatima,T02280,Bronx,17.85
Alice,T02281,Staten Island,65.04
Hana,T02282,Queens,14.45
Diana,T02283,Brooklyn,11.4
Bob,T02284,Brooklyn,24.01
Ethan,T02285,Bronx,10.87
Carlos,T02286,Bronx,41.48
Carlos,T02287,Manhattan,55.15
George,T02288,Brooklyn,63.6
Ivan,T02289,Manhattan,30.05
Julia,T02290,Bronx,13.65
Fatima,T02291,Brooklyn,11.43
Carlos,T02292,Manhattan,30.63
Diana,T02293,Brooklyn,19.2
Fatima,T02294,Bronx,9.36
Ivan,T02295,Bronx,28.4
Ethan,T02296,Brooklyn,30.28
Fatima,T02297,Manhattan,70.9
Diana,T02298,Staten Island,14.23
Ivan,T02299,Brooklyn,17.43
Ethan,T02300,Manhattan,32.07
Ethan,T02301,Staten Island,54.31
Ivan,T02302,Manhattan,59.96
Fatima,T02303,Staten Island,29.67
Bob,T02304,Manhattan,72.92
Fatima,T02305,Bronx,17.52
Diana,T02306,Staten Island,33.54
Ivan,T02307,Queens,33.47
Julia,T02308,Brooklyn,61.03
Carlos,T02309,Queens,14.3
Hana,T02310,Queens,66.66
George,T02311,Staten Island,71.99
Alice,T02312,Staten Island,69.44
Fatima,T02313,Staten Island,64.13
George,T02314,Brooklyn,44.8
George,T02315,Manhattan,62.11
Bob,T02316,Bronx,50.78
Julia,T02317,Queens,21.08
Diana,T02318,Manhattan,57.33
Julia,T02319,Brooklyn,17.66
Bob,T02320,Manhattan,24.46
Hana,T02321,Staten Island,20.41
Ivan,T02322,Staten Island,69.9
Ethan,T02323,Bronx,49.52
Carlos,T02324,Manhattan,45.8
Hana,T02325,Bronx,67.13
Ethan,T02326,Manhattan,69.32
Bob,T02327,Queens,19.72
Ivan,T02328,Manhattan,54.78
Diana,T02329,Manhattan,12.16
Ethan,T02330,Bronx,25.37
Ethan,T02331,Staten Island,54.79
Bob,T02332,Manhattan,38.84
George,T02333,Queens,67.43
Hana,T02334,Queens,43.9
Ivan,T02335,Bronx,47.45
Hana,T02336,Queens,18.98
Ethan,T02337,Queens,58.47
Bob,T02338,Staten Island,27.05
Julia,T02339,Queens,21.34
Hana,T02340,Staten Island,10.7
Fatima,T02341,Manhattan,17.35
Julia,T02342,Queens,27.74
Carlos,T02343,Staten Island,66.23
Ivan,T02344,Staten Island,68.9
Carlos,T02345,Queens,20.52
Julia,T02346,Brooklyn,48.8
Bob,T02347,Staten Island,19.65
Alice,T02348,Bronx,20.02
